name	x	y	z
LSSCM	n/a	n/a	n/a
AFp1	86.194100	12.241700	14.188000
AFz	80.771000	-0.231300	35.417000
AF3	76.837100	33.700700	21.227000
AF7	68.572200	54.839700	-10.590000
AFF5h	64.041200	50.799800	23.089000
AFF1h	70.756100	11.435700	50.348000
F1	56.931100	27.495800	60.342000
F3	53.111200	50.243800	42.192000
F5	48.035300	64.465800	16.921000
F7	42.474300	70.262900	-11.420000
F9	41.652300	70.101900	-49.952000
FFT9h	28.081300	79.066900	-31.253000
FFT7h	31.300300	74.499900	4.846000
FFC5h	36.428200	65.237900	36.144000
FFC3h	40.762200	44.409800	61.690000
FFC1h	43.660000	15.423800	77.682000
FCz	27.390000	-0.376100	88.668000
FC1	26.011100	34.061900	79.987000
FC3	22.716200	60.181900	55.544000
FC5	18.643300	77.214900	24.460000
FT7	14.120300	80.775000	-11.135000
FT9	14.567300	84.075900	-50.429000
LISCM	n/a	n/a	n/a
FTT7h	0.826300	82.355000	8.579000
FCC5h	4.303300	74.692000	45.307000
FCC3h	7.177200	51.050900	74.377000
FCC1h	9.094100	18.219000	92.529000
C1	-9.983900	36.158000	89.752000
C3	-11.631700	65.358100	64.358000
C5	-13.759700	80.280100	29.160000
T7	-16.018700	84.161100	-9.346000
TTP7h	-30.628700	85.565100	11.153000
CCP5h	-29.730700	76.407100	49.217000
CCP3h	-28.905800	52.928100	80.304000
CCP1h	-28.321900	18.354100	98.220000
CP1	-47.291900	35.513100	91.315000
CP3	-47.008800	63.556200	65.624000
CP5	-46.550700	79.592200	30.949000
TP7	-46.021700	84.830200	-7.056000
TP9	-46.514700	85.619200	-45.707000
LSTrap	n/a	n/a	n/a
TPP7h	-60.831700	76.680200	12.880000
CPP5h	-62.974700	68.115200	47.252000
CPP3h	-64.690800	46.914200	75.296000
CPP1h	-65.599900	15.820200	91.164000
P1	-80.524900	28.620300	75.436000
P3	-78.787800	53.007300	55.940000
P5	-76.290700	67.272300	28.382000
P7	-73.452700	72.434300	-2.487000
PPO5h	-89.898800	54.010300	37.332000
PPO1h	-92.606900	12.047400	65.508000
POz	-102.178000	-0.215600	50.608000
PO3	-100.852900	36.511400	37.167000
PO7	-97.527900	54.840400	2.792000
PPO9h	-87.655800	64.597300	-19.014000
P9	-73.765700	73.009300	-40.998000
PO9	-98.044800	54.910400	-35.465000
LITrap	n/a	n/a	n/a
O1	-112.449000	29.413400	8.839000
POO1	-109.266000	13.664400	32.856000
O9	-114.570000	29.818400	-29.216000
OI1h	-117.987000	14.850400	-6.920000
Iz	-118.565000	-0.004500	-23.078000
CGY-x	n/a	n/a	n/a
CGY-y	n/a	n/a	n/a
CGY-z	n/a	n/a	n/a
Cz	-9.167000	-0.400900	100.244000
C2	-9.624100	-37.672000	88.412000
C4	-10.900300	-67.117900	63.580000
C6	-12.776300	-83.455900	29.208000
T8	-15.020300	-85.079900	-9.490000
RISCM	n/a	n/a	n/a
FTT8h	1.945700	-83.888000	8.501000
FCC6h	5.335700	-77.002000	45.350000
FCC4h	7.797800	-51.885100	73.507000
FCC2h	9.247900	-18.787000	91.562000
FC2	26.437900	-34.784100	78.808000
FC4	23.722800	-62.293100	55.630000
FC6	19.935700	-79.534100	24.438000
FT8	15.416700	-81.815100	-11.330000
FT10	14.364700	-84.113100	-50.538000
FFT10h	28.513700	-80.097100	-31.338000
FFT8h	32.981700	-78.053100	4.483000
FFC6h	37.799800	-67.128100	35.296000
FFC4h	41.622800	-45.853200	60.647000
FFC2h	44.054000	-17.592200	77.788000
Fz	58.512000	-0.312200	66.462000
F2	57.601900	-29.514200	59.540000
F4	54.304800	-51.836200	40.814000
F6	49.829700	-67.914200	16.367000
F8	44.421700	-73.043100	-12.000000
F10	42.066700	-72.114100	-50.452000
AFF6h	65.070800	-52.397200	22.862000
AFF2h	71.201000	-13.479300	51.175000
AF4	77.725900	-35.712300	21.956000
AF8	69.656800	-55.743300	-10.755000
RSSCM	n/a	n/a	n/a
AFp2	86.757900	-13.622300	15.302000
Oz	-114.892000	-0.107600	14.657000
OI2h	-118.018000	-15.094600	-6.933000
O10	-114.260000	-29.741600	-29.256000
PO10	-98.091100	-54.987600	-35.541000
RITrap	n/a	n/a	n/a
O2	-112.156000	-29.842600	8.800000
POO2	-109.106000	-13.650600	30.936000
PO4	-100.849100	-36.781600	36.397000
PO8	-97.625100	-55.666600	2.730000
PPO10h	-87.806200	-65.013700	-18.952000
P10	-74.390300	-73.894700	-41.220000
PPO6h	-89.640200	-54.608700	37.035000
PPO2h	-92.694000	-13.922600	66.958000
Pz	-81.115000	-0.324700	82.615000
P2	-80.487100	-31.919700	76.716000
P4	-78.560200	-55.666700	56.561000
P6	-75.904300	-67.887700	28.091000
P8	-73.068300	-73.055700	-2.540000
RSTrap	n/a	n/a	n/a
TPP8h	-60.432300	-78.519800	12.902000
CPP6h	-62.624300	-71.095800	47.328000
CPP4h	-64.482200	-50.673800	76.130000
CPP2h	-65.595000	-19.419800	92.405000
CP2	-47.073100	-38.383800	90.695000
CP4	-46.637200	-66.611800	65.580000
CP6	-46.101300	-83.321800	31.206000
TP8	-45.545300	-85.548800	-7.130000
TP10	-47.035300	-86.161800	-45.869000
TTP8h	-29.820300	-85.999900	11.248000
CCP6h	-28.986300	-79.005900	49.628000
CCP4h	-28.386200	-55.113900	80.474000
CCP2h	-28.148100	-20.219900	98.172000
CWR-x	n/a	n/a	n/a
CWR-y	n/a	n/a	n/a
CWR-z	n/a	n/a	n/a
N-LSEOG	n/a	n/a	n/a
N-AFp1	n/a	n/a	n/a
N-AFz	n/a	n/a	n/a
N-AF3	n/a	n/a	n/a
N-AF7	n/a	n/a	n/a
N-AFF5h	n/a	n/a	n/a
N-AFF1h	n/a	n/a	n/a
N-F1	n/a	n/a	n/a
N-F3	n/a	n/a	n/a
N-F5	n/a	n/a	n/a
N-F7	n/a	n/a	n/a
N-F9	n/a	n/a	n/a
N-FFT9h	n/a	n/a	n/a
N-FFT7h	n/a	n/a	n/a
N-FFC5h	n/a	n/a	n/a
N-FFC3h	n/a	n/a	n/a
N-FFC1h	n/a	n/a	n/a
N-FCz	n/a	n/a	n/a
N-FC1	n/a	n/a	n/a
N-FC3	n/a	n/a	n/a
N-FC5	n/a	n/a	n/a
N-FT7	n/a	n/a	n/a
N-FT9	n/a	n/a	n/a
N-LIEOG	n/a	n/a	n/a
N-FTT7h	n/a	n/a	n/a
N-FCC5h	n/a	n/a	n/a
N-FCC3h	n/a	n/a	n/a
N-FCC1h	n/a	n/a	n/a
N-C1	n/a	n/a	n/a
N-C3	n/a	n/a	n/a
N-C5	n/a	n/a	n/a
N-T7	n/a	n/a	n/a
N-TTP7h	n/a	n/a	n/a
N-CCP5h	n/a	n/a	n/a
N-CCP3h	n/a	n/a	n/a
N-CCP1h	n/a	n/a	n/a
N-CP1	n/a	n/a	n/a
N-CP3	n/a	n/a	n/a
N-CP5	n/a	n/a	n/a
N-TP7	n/a	n/a	n/a
N-TP9	n/a	n/a	n/a
N-LSJaw	n/a	n/a	n/a
N-TPP7h	n/a	n/a	n/a
N-CPP5h	n/a	n/a	n/a
N-CPP3h	n/a	n/a	n/a
N-CPP1h	n/a	n/a	n/a
N-P1	n/a	n/a	n/a
N-P3	n/a	n/a	n/a
N-P5	n/a	n/a	n/a
N-P7	n/a	n/a	n/a
N-PPO5h	n/a	n/a	n/a
N-PPO1h	n/a	n/a	n/a
N-POz	n/a	n/a	n/a
N-PO3	n/a	n/a	n/a
N-PO7	n/a	n/a	n/a
N-PPO9h	n/a	n/a	n/a
N-P9	n/a	n/a	n/a
N-PO9	n/a	n/a	n/a
N-LIJaw	n/a	n/a	n/a
N-O1	n/a	n/a	n/a
N-POO1	n/a	n/a	n/a
N-O9	n/a	n/a	n/a
N-OI1h	n/a	n/a	n/a
N-Iz	n/a	n/a	n/a
NGY-x	n/a	n/a	n/a
NGY-y	n/a	n/a	n/a
NGY-z	n/a	n/a	n/a
N-Cz	n/a	n/a	n/a
N-C2	n/a	n/a	n/a
N-C4	n/a	n/a	n/a
N-C6	n/a	n/a	n/a
N-T8	n/a	n/a	n/a
N-RIEOG	n/a	n/a	n/a
N-FTT8h	n/a	n/a	n/a
N-FCC6h	n/a	n/a	n/a
N-FCC4h	n/a	n/a	n/a
N-FCC2h	n/a	n/a	n/a
N-FC2	n/a	n/a	n/a
N-FC4	n/a	n/a	n/a
N-FC6	n/a	n/a	n/a
N-FT8	n/a	n/a	n/a
N-FT10	n/a	n/a	n/a
N-FFT10h	n/a	n/a	n/a
N-FFT8h	n/a	n/a	n/a
N-FFC6h	n/a	n/a	n/a
N-FFC4h	n/a	n/a	n/a
N-FFC2h	n/a	n/a	n/a
N-Fz	n/a	n/a	n/a
N-F2	n/a	n/a	n/a
N-F4	n/a	n/a	n/a
N-F6	n/a	n/a	n/a
N-F8	n/a	n/a	n/a
N-F10	n/a	n/a	n/a
N-AFF6h	n/a	n/a	n/a
N-AFF2h	n/a	n/a	n/a
N-AF4	n/a	n/a	n/a
N-AF8	n/a	n/a	n/a
N-RSEOG	n/a	n/a	n/a
N-AFp2	n/a	n/a	n/a
N-Oz	n/a	n/a	n/a
N-OI2h	n/a	n/a	n/a
N-O10	n/a	n/a	n/a
N-PO10	n/a	n/a	n/a
N-RIJaw	n/a	n/a	n/a
N-O2	n/a	n/a	n/a
N-POO2	n/a	n/a	n/a
N-PO4	n/a	n/a	n/a
N-PO8	n/a	n/a	n/a
N-PPO10h	n/a	n/a	n/a
N-P10	n/a	n/a	n/a
N-PPO6h	n/a	n/a	n/a
N-PPO2h	n/a	n/a	n/a
N-Pz	n/a	n/a	n/a
N-P2	n/a	n/a	n/a
N-P4	n/a	n/a	n/a
N-P6	n/a	n/a	n/a
N-P8	n/a	n/a	n/a
N-RSJaw	n/a	n/a	n/a
N-TPP8h	n/a	n/a	n/a
N-CPP6h	n/a	n/a	n/a
N-CPP4h	n/a	n/a	n/a
N-CPP2h	n/a	n/a	n/a
N-CP2	n/a	n/a	n/a
N-CP4	n/a	n/a	n/a
N-CP6	n/a	n/a	n/a
N-TP8	n/a	n/a	n/a
N-TP10	n/a	n/a	n/a
N-TTP8h	n/a	n/a	n/a
N-CCP6h	n/a	n/a	n/a
N-CCP4h	n/a	n/a	n/a
N-CCP2h	n/a	n/a	n/a
NWR-x	n/a	n/a	n/a
NWR-y	n/a	n/a	n/a
NWR-z	n/a	n/a	n/a
GRF_L	n/a	n/a	n/a
GRF_R	n/a	n/a	n/a
LoadSolSync	n/a	n/a	n/a
Back_acc_x	n/a	n/a	n/a
Back_acc_y	n/a	n/a	n/a
Back_acc_z	n/a	n/a	n/a
Back_gyro_x	n/a	n/a	n/a
Back_gyro_y	n/a	n/a	n/a
Back_gyro_z	n/a	n/a	n/a
Back_mag_x	n/a	n/a	n/a
Back_mag_y	n/a	n/a	n/a
Back_mag_z	n/a	n/a	n/a
Back_ori_s	n/a	n/a	n/a
Back_ori_x	n/a	n/a	n/a
Back_ori_y	n/a	n/a	n/a
Back_ori_z	n/a	n/a	n/a
